apk_name,navigator.getBattery,navigator.camera,device,navigator.notification,cordova.file,navigator.geolocation,cordova.InAppBrowser,Media,navigator.device.capture,navigator.connection,screen.orientation,navigator.splashscreen,StatusBar,navigator.vibrate
com.quarklabs.mobilgazete,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mha.poc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thebes.lockforsmsfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.iv.tvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.schulthess,0,0,1,1,0,4,0,98,0,1,0,0,0,0
com.popular.quotes,0,0,13,0,0,0,0,2,0,1,0,0,0,0
net.andg.abustamp,0,0,57,1,0,0,0,96,0,1,0,0,0,0
com.menz.weisheiten,0,4,4,2,0,1,0,94,1,2,0,1,0,0
com.momzclub.mommyhelpdesk,0,1,2,2,0,8,0,64,2,0,0,0,0,0
com.carel.exvselection,0,0,1,2,0,0,0,87,0,0,0,0,0,0
com.plate.report,0,1,1,1,0,1,0,87,0,0,0,0,0,0
com.audero.free.quiz.sscnapoli,0,0,1,1,0,0,0,87,0,0,0,0,0,0
it.rbsoft.dica,0,1,1,2,0,2,0,5,1,1,0,1,0,0
com.NewCreations.TShirtPhoto,0,1,1,2,0,1,0,94,1,2,0,1,0,0
com.wheremydogsat.WhereMyDogsAt,0,2,8,1,0,2,0,98,0,1,0,0,0,0
com.troopla.beta,0,1,4,7,0,8,0,64,2,0,0,0,0,0
com.miraclemill.yatzyonline,0,0,2,0,0,0,0,11,0,0,0,1,0,0
com.thebes.autowifiofffree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl.brightin.nikonspots,0,1,2,2,0,3,0,94,1,2,0,1,0,0
au.com.otilas.CallaughanPartnersITR,0,0,45,1,0,4,0,90,0,0,0,0,0,0
za.co.activist.elabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.teadroid.phonegap.android.decipher,0,0,1,0,0,0,0,87,0,0,0,0,0,0
com.tiichme.toddler,0,6,4,2,0,8,0,3,2,0,0,0,0,0
com.hexagon3d.mychinese,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.dsharpdiabetes.androidapp,0,6,1,2,0,8,0,63,2,0,0,0,0,0
com.phonegap.protestepostos,0,6,50,4,0,8,0,64,2,0,0,0,0,0
com.trinks.m,0,1,63,2,0,1,0,94,1,2,0,1,0,0
at.gofg.sportscomputer,0,0,1,1,0,1,0,98,0,1,0,0,0,0
com.casanovarentacar.casanovarentacar,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.caesarslabs.androidvenezuelareader,0,0,1,0,0,0,0,87,0,0,0,0,0,0
com.root.LaSerenas,0,1,53,2,0,2,0,97,1,2,0,1,0,0
com.cartwill,0,0,59,0,0,1,0,87,0,0,0,0,0,0
nl.apekool.app,0,4,7,4,0,8,0,46,0,0,0,0,0,0
nl.wildsea.swingingroningen,0,1,1,2,0,2,0,1,1,2,0,1,0,0
com.machiapps.bvifree,0,0,1,0,0,0,0,95,0,0,0,0,0,0
com.adnarim.wavemap,0,5,2,2,0,8,0,56,2,0,0,0,0,0
com.mfma.iKal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.funvoltage.Chitragupta,0,1,8,2,0,1,0,1,1,1,0,1,0,0
app.lukkin.com,0,6,2,6,0,9,0,12,1,2,0,1,0,0
com.root.altone,0,0,1,0,0,0,0,3,0,0,0,0,0,0
com.easybill.mobile,0,1,16,2,0,1,0,84,1,1,0,1,0,0
com.twofordeals,0,3,1,1,0,1,0,84,1,1,0,1,0,0
com.lordareon.mackapp,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.surgevelocityonline.gotanning,0,1,3,8,0,1,0,94,1,2,0,1,0,0
com.kickscout,0,1,58,2,0,1,0,94,1,2,0,1,0,0
com.fold1.eulumdat.SLA,0,0,1,2,0,1,0,95,0,0,0,0,0,0
com.phonegap.sfmobile,0,4,1,3,0,8,0,44,0,0,0,0,0,0
com.berzerk.winterfestival,0,0,10,2,0,4,0,101,0,1,0,0,0,0
ch.creisi.cp_slidingpuzzle,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.ptsinnovations.syd,0,0,57,1,0,0,0,98,0,1,0,0,0,0
com.cobaltsign.readysetholiday,0,0,15,0,0,0,0,87,0,0,0,0,0,0
com.glancescounter.riccardofilippone,0,6,70,2,0,1,0,54,2,0,0,2,0,0
com.outfit7.talkingtom2free,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.leo.basketballscoreboard,0,0,1,1,0,0,0,87,0,0,0,0,0,0
com.lwl.portal,0,0,57,2,0,11,0,98,0,1,0,2,0,0
com.seanja.greenbinweekfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cuttleworks.stages,0,0,2,1,0,3,0,34,0,1,0,0,0,0
info.polso.WhenShouldIWakeUp,0,0,47,0,0,0,0,87,0,0,0,0,0,0
com.splendidcrm.android9,0,0,3,0,0,0,0,98,0,1,0,1,0,0
info.zonglovani.mobile.app,0,0,1,0,0,0,0,0,0,0,0,0,0,0
com.visitanyplace.carretera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
br.com.alcoolougasolina,0,1,3,1,0,1,0,94,1,2,0,1,0,0
ch.mitinnovation.apps.tierpark,0,0,1,0,0,7,0,8,0,0,0,0,0,0
ingenium.mygymmit,0,1,1,1,0,1,0,1,1,9,0,1,0,0
rg.TerpTimer,0,4,1,4,0,8,0,52,2,0,0,0,0,0
com.chrisallenlane.presentationtimerpro,0,0,1,3,0,0,0,95,0,0,0,0,0,0
com.sweetsugar.computertricksfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.patquoi.MotissimoDuo,0,0,36,0,0,0,0,80,0,0,0,0,0,0
com.swap.messenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk.co.dialacab.app,0,1,82,6,0,2,0,117,1,1,0,1,0,0
com.cloudmanic.skyclerk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thebes.lovecalculatorfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.TTS,0,1,1,2,0,10,0,3,1,1,0,1,0,0
com.iopensoft.swappbee,0,4,1,4,0,3,0,8,3,1,0,0,0,0
com.unitedcheerleading.python,0,1,1,2,0,1,0,94,1,2,0,1,0,0
com.frontera.puntaarenas2,0,1,3,2,0,1,0,94,1,2,0,1,0,0
ch.himsa.SwissportailMobile,0,4,2,3,0,3,0,5,0,0,0,0,0,0
com.jagap.pwa,0,0,47,0,0,0,0,87,0,0,0,0,0,0
com.phonegap.discount,0,0,1,0,0,0,0,0,0,0,0,0,0,0
com.WATS.mentalhealth,0,1,10,2,0,1,0,87,0,0,0,0,0,0
com.giubileocreations.smashgridfree,0,1,3,2,0,1,0,3,1,2,0,1,0,0
com.Kuesty,0,3,52,2,0,8,0,64,2,0,0,0,0,0
it.visiant.farmacia.turno,0,0,2,1,0,2,0,95,0,0,0,0,0,0
com.judge.mobility.mv7_android,0,8,3,1,0,1,0,87,0,0,0,0,0,0
com.pac.appmovil,0,1,1,2,0,2,0,3,1,1,0,1,0,0
com.sweetsugar.mobilenumbertraker,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fivetalent.closingcostcalc.titleone,0,6,52,2,0,8,0,64,2,0,0,0,0,0
sharksfrenzy.mobile,0,6,2,2,0,1,0,2,2,0,0,0,0,0
com.NewBelgium.NBB,0,0,8,2,0,2,0,101,0,1,0,0,0,0
com.rvappstudios.tinyballvsevildevil2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.salman.sql,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.deepdev.smartpoker,0,0,4,1,0,4,0,90,0,0,0,0,0,0
com.it_information_technologies.itimecontroller,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.java.offline.ads,0,0,1,0,0,0,0,1,0,0,0,0,0,0
com.funforfones.android.dcmetro,0,0,1,2,0,3,0,2,0,0,0,1,0,0
com.phonegap.threelochsway,0,0,1,0,0,1,0,98,0,1,0,0,0,0
com.icode.labandeson,0,6,8,2,0,8,0,2,2,0,0,0,0,0
com.fala.tornado01,0,1,1,0,0,3,0,1,0,1,0,0,0,0
com.droid8puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.music.waste,0,4,4,4,0,8,0,46,0,0,0,0,0,0
com.fliptopbox.syncslate,0,4,1,2,0,8,0,1,0,0,0,0,0,0
com.thewordsearch.free,0,2,1,2,0,8,0,61,2,0,0,0,0,0
qbitdev.games.colorsOut,0,4,1,4,0,8,0,46,0,0,0,0,0,0
com.yachtsandyachting.offliner,0,0,1,17,0,0,0,87,0,0,0,0,0,0
be.gents.visitbruges,0,3,57,1,0,2,0,98,0,1,0,0,0,0
com.roamdata.player.android.threex.switchpay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.beepkeeper,0,3,16,46,0,0,0,88,0,1,0,2,0,0
com.aw.AteneoWeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.signifo.WebExpenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.corevision.at,0,0,1,2,0,0,0,95,0,0,0,0,2,0
com.harpLabs.SharApp,0,16,8,3,0,3,0,4,1,1,0,0,0,0
com.rochala.flagquiz,0,0,16,8,0,0,0,1,0,1,0,0,0,0
com.king.activity,0,0,57,1,0,0,0,96,0,1,0,0,0,0
com.changemob.mobile,0,6,7,2,0,8,0,64,2,0,0,0,0,0
com.opuz.mobile,0,6,6,4,0,1,0,6,1,2,0,1,0,0
com.soffia.stafrofid,0,1,7,2,0,1,0,64,2,0,0,0,0,0
com.iv.thebeatles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.openroad.openroadheart,0,1,8,2,0,1,0,96,0,1,0,0,0,0
com.cuinetes.events,0,1,3,2,0,1,0,94,1,2,0,1,0,0
com.anders.clrpickr,0,4,3,4,0,8,0,64,2,0,0,0,0,0
com.poll,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.mijnserie,0,3,1,43,0,4,0,90,0,0,0,0,0,0
com.musclebrainfree.phonegap,0,1,1,2,0,1,0,5,1,2,0,1,0,0
com.flyacts.robidogapp,0,2,57,0,0,2,0,98,0,1,0,2,0,0
com.lsl.crocosoftwares,0,1,1,2,0,2,0,1,2,1,0,0,0,0
com.agrisoft.geokuliner,0,1,4,2,0,2,0,5,0,0,0,0,0,0
com.cmontillar.picstatistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cor.news.feedhammer,0,1,8,2,0,1,0,5,1,1,0,1,0,0
no.wfx.godtur,0,1,96,2,0,2,0,14,1,1,0,1,0,0
org.apache.cordova.worte,0,1,1,2,0,1,0,87,0,0,0,0,0,0
com.phonegap.whojew,0,0,2,0,0,0,0,87,0,0,0,0,0,0
pl.slaszu.myfuel,0,1,5,2,0,1,0,1,1,2,0,1,0,0
com.nighthawkapps.hwc,0,0,1,0,0,0,0,87,0,0,0,0,0,0
com.thebes.lockforgalleryfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nitobi.nfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.goodworldgames.charades,0,0,3,4,0,4,0,101,2,1,0,1,0,0
com.zotmedia.plober,0,1,1,2,0,1,0,2,1,2,0,1,0,0
com.rodrigocruz.rentastar,0,0,1,26,0,4,0,87,0,0,0,1,0,0
org.teamworks,0,0,1,2,0,0,0,87,0,0,0,0,0,0
com.spanning.auditlog,0,1,8,1,0,1,0,98,0,2,0,1,0,0
com.cobragolf.fitnfly,0,0,1,0,0,0,0,1,0,1,0,1,0,0
com.GJHDigital.nashvilledrive1,0,1,2,1,0,1,0,94,1,1,0,1,0,0
com.nhcunningham.thewildcat,0,0,1,0,0,0,0,87,0,0,0,0,0,0
org.nussl.NusExtraDiscountCompanionApp,0,0,53,2,0,13,0,95,0,0,0,2,0,0
com.mysticwarriors,0,1,8,2,0,1,0,13,1,2,0,1,0,0
com.ibm.msm.android,0,0,10,6,0,0,0,98,0,1,0,1,0,0
com.zipcodes.zipcodetools,0,4,8,1,0,2,0,46,1,2,0,1,0,0
org.meshtek.movieshangman,0,4,1,3,0,8,0,2,0,0,0,0,0,0
org.cpf.app,0,1,12,2,0,1,0,94,1,2,0,1,0,0
com.bluestratus.britishquiz,0,6,1,5,30,1,0,87,2,0,0,2,0,0
com.cywheel.phoenixtarot_pro,0,0,1,2,0,0,0,87,0,0,0,0,0,0
org.andreafortuna.yattrssc,0,1,1,2,0,1,0,5,1,2,0,1,0,0
com.checkthecrowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.winenews,0,0,1,0,0,0,0,87,0,0,0,0,0,0
id.co.agrisoft.romadonapp,0,0,1,0,0,2,0,87,0,0,0,0,0,0
fi.panemerkille.app.android,0,0,1,0,0,1,0,3,0,0,0,0,0,0
com.memoplay.app,0,6,57,1,0,0,0,98,0,1,0,0,0,0
ru.orangeappsgames.reversi,0,6,50,2,0,8,0,64,2,0,0,0,0,0
fr.newquest.charlott,0,1,13,2,0,2,0,94,1,2,0,1,0,0
com.kulinertasik.app,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appsbuilder415134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fpmweb.festamajor,0,1,7,2,0,2,0,95,1,2,0,1,0,0
com.phonegap.LibraryAnywhere,0,0,1,5,0,2,0,96,0,1,0,0,0,0
pl.phonegap.first,0,0,57,0,0,0,0,98,0,1,0,0,0,0
com.game4word4free,0,1,8,2,0,1,0,9,1,2,0,1,0,0
com.application.masterwhip,0,6,1,2,0,8,0,9,2,0,0,0,0,0
com.anders.sysbull,0,6,46,2,0,8,0,64,2,0,0,0,0,0
com.fight.trainer,0,0,57,0,0,0,0,98,0,1,0,0,0,0
com.padimastechsol.AF4U,0,1,21,2,0,1,0,3,1,2,0,1,2,0
com.giscloud.mdc,0,1,16,3,0,5,0,5,2,3,0,1,0,0
mx.elsiglo.torreon,0,1,58,2,0,1,0,94,1,2,0,1,2,0
com.tiichme.words,0,0,4,0,0,0,0,3,0,0,0,1,0,0
nl.elizawashere.app,0,7,4,3,0,1,0,97,1,3,0,1,1,0
whitegoblingames.rattus,0,0,1,0,0,0,0,87,0,0,0,0,0,0
com.studioquipo.dietwatch,0,0,45,0,0,4,0,90,0,0,0,0,0,0
com.cittaininternet.palazzodelleesposizioni,0,1,4,2,0,1,0,2,1,2,0,1,0,0
com.adl.ifest,0,4,1,3,0,8,0,1,2,0,0,0,0,0
com.sanebiometrics.detpix,0,1,8,2,0,1,0,94,1,2,0,1,0,0
iPic.nu,0,4,8,2,0,8,0,2,2,0,0,0,0,0
tbg.app,0,0,52,0,0,4,0,90,0,0,0,0,2,0
com.szappatini.guidabenessere,0,0,1,0,0,0,0,98,0,1,0,2,0,0
com.frondiz.Bugify,0,0,14,2,0,3,0,32,0,0,0,2,0,0
com.sweetsugar.fingerscanningwhatsapplock,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.bkam,0,1,8,1,0,1,0,94,1,2,0,2,0,0
au.com.mobilite,0,3,3,2,0,2,0,5,1,2,0,1,0,0
com.luigipicaro.ztlnapoli,0,0,16,12,0,2,0,77,0,0,0,0,0,0
com.sabre.tripcase.android,0,0,4,3,0,1,0,3,0,1,0,0,0,0
com.hartoingenio.nestle,0,6,2,2,0,3,0,5,2,0,0,2,0,0
com.ferras.reth,0,6,1,2,30,1,0,55,2,0,0,2,0,0
com.emlakjet.emlak.app,0,1,1,3,0,1,0,94,1,2,0,1,0,0
com.fala.launched2,0,1,1,0,0,3,0,1,0,1,0,0,0,0
hu.alchimedia.Hangman,0,0,57,5,0,0,0,98,0,1,0,1,0,0
com.tesi.mobinet,0,4,1,2,0,7,0,20,1,2,0,1,0,0
com.robertocaiazzo.wikipediadidyouknowInglese,0,0,1,0,0,0,0,96,0,1,0,1,0,0
com.cittaininternet.scuderiedelquirinale,0,0,16,0,0,1,0,2,0,1,0,0,0,0
info.lolfind.keys.office,0,1,63,2,0,1,0,94,1,2,0,1,0,0
com.claudanscorner.pinupfree,0,4,5,4,0,8,0,1,0,0,0,0,0,0
uk.co.tall_paul.jnag,0,4,1,3,0,8,0,46,0,0,0,0,0,0
com.hathix.android.chevre,0,1,1,2,0,1,0,3,1,2,0,1,0,0
it.jermann.Jermann,0,1,52,1,0,5,0,101,1,1,0,0,0,0
com.caesarslabs.hayuncamino,0,1,1,2,0,1,0,3,1,2,0,1,0,0
org.appreclama.reclama,0,0,1,8,0,0,0,98,0,1,0,0,0,0
com.sportkamasutra.lite,0,0,2,0,0,0,0,87,0,0,0,0,0,0
com.hypercalc.webhostingcalculator,0,0,1,0,0,0,0,3,0,0,0,0,0,0
com.happyhourusa.mobile,0,3,34,2,0,1,0,15,0,0,0,0,0,0
com.gartic.buracoon,0,1,2,1,0,1,0,2,1,2,0,1,0,0
com.thebes.liedetector,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.sysnetik.FIASched12,0,6,1,2,0,8,0,64,2,0,0,2,0,0
com.dotslot.trapaniup,0,1,1,2,0,1,0,1,1,2,0,1,0,0
com.thebes.flashlightfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net.Hurl.Client,0,0,13,1,0,2,0,2,0,0,0,1,0,0
com.szappatini.timber.musicviewer,0,1,1,1,0,0,0,2,0,1,0,0,0,0
com.spletart.tour,0,0,1,0,0,4,0,2,0,0,0,0,0,0
com.loyaltymatch.rewardingyourself,0,4,1,1,0,2,0,54,2,0,0,0,0,0
com.smartpostmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.digital.standard,0,0,57,0,0,0,0,96,0,1,0,1,0,0
com.powertools.catcarefree,0,1,1,2,0,1,0,5,1,2,0,1,0,0
com.atanasovski.soccer.highlights,0,0,2,0,0,0,0,1,0,0,0,0,0,0
com.weinor.weinor_service_en,0,1,6,2,0,1,0,2,1,1,0,1,0,0
sportstables.com,0,1,1,2,0,1,0,94,1,2,0,1,0,0
com.phonegap.tip,0,2,1,2,0,1,0,12,2,0,0,0,0,0
com.ugliapps.iheartfruits,0,0,3,0,0,0,0,74,0,0,0,0,0,0
sunnyappz.thesecretquotes,0,0,8,0,0,0,0,98,0,1,0,0,0,0
com.trackeat.mobile,0,0,8,0,0,0,0,1,0,1,0,0,0,0
