apk_name,battery-status,camera,contacts,device,dialogs,file,geolocation,globalization,inappbrowser,media,media-capture,network-information,splashscreen,statusbar,vibration,config.xml,plugins.xml
mha.poc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thebes.lockforsmsfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.iv.tvd,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.schulthess,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.popular.quotes,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
net.andg.abustamp,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.menz.weisheiten,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.momzclub.mommyhelpdesk,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.carel.exvselection,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.plate.report,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.audero.free.quiz.sscnapoli,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
it.rbsoft.dica,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.NewCreations.TShirtPhoto,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
com.wheremydogsat.WhereMyDogsAt,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.troopla.beta,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.miraclemill.yatzyonline,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
com.thebes.autowifiofffree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl.brightin.nikonspots,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
au.com.otilas.CallaughanPartnersITR,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
za.co.activist.elabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.teadroid.phonegap.android.decipher,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.tiichme.toddler,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1
com.hexagon3d.mychinese,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.dsharpdiabetes.androidapp,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
com.phonegap.protestepostos,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.trinks.m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
at.gofg.sportscomputer,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
com.casanovarentacar.casanovarentacar,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.caesarslabs.androidvenezuelareader,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.root.LaSerenas,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.cartwill,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
nl.apekool.app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl.wildsea.swingingroningen,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.machiapps.bvifree,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.adnarim.wavemap,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.mfma.iKal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.funvoltage.Chitragupta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
app.lukkin.com,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.root.altone,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.easybill.mobile,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.twofordeals,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.lordareon.mackapp,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.surgevelocityonline.gotanning,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.kickscout,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.fold1.eulumdat.SLA,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
com.phonegap.sfmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.berzerk.winterfestival,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
ch.creisi.cp_slidingpuzzle,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.ptsinnovations.syd,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.cobaltsign.readysetholiday,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.glancescounter.riccardofilippone,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.outfit7.talkingtom2free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.leo.basketballscoreboard,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.lwl.portal,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.seanja.greenbinweekfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cuttleworks.stages,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
info.polso.WhenShouldIWakeUp,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
com.splendidcrm.android9,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
info.zonglovani.mobile.app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.visitanyplace.carretera,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
br.com.alcoolougasolina,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
ch.mitinnovation.apps.tierpark,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
ingenium.mygymmit,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
rg.TerpTimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.chrisallenlane.presentationtimerpro,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.sweetsugar.computertricksfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.patquoi.MotissimoDuo,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.swap.messenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk.co.dialacab.app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
com.cloudmanic.skyclerk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thebes.lovecalculatorfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.TTS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.iopensoft.swappbee,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.unitedcheerleading.python,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.frontera.puntaarenas2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
ch.himsa.SwissportailMobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jagap.pwa,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.phonegap.discount,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.WATS.mentalhealth,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
com.giubileocreations.smashgridfree,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
com.Kuesty,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
it.visiant.farmacia.turno,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
com.judge.mobility.mv7_android,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.pac.appmovil,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.sweetsugar.mobilenumbertraker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fivetalent.closingcostcalc.titleone,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
sharksfrenzy.mobile,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.NewBelgium.NBB,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.rvappstudios.tinyballvsevildevil2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.salman.sql,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
org.deepdev.smartpoker,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.it_information_technologies.itimecontroller,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.java.offline.ads,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.funforfones.android.dcmetro,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.phonegap.threelochsway,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.icode.labandeson,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.fala.tornado01,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.droid8puzzle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.music.waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fliptopbox.syncslate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thewordsearch.free,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
qbitdev.games.colorsOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.yachtsandyachting.offliner,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
be.gents.visitbruges,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.roamdata.player.android.threex.switchpay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.beepkeeper,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
com.aw.AteneoWeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.signifo.WebExpenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.corevision.at,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.harpLabs.SharApp,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
com.rochala.flagquiz,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0
com.king.activity,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
com.changemob.mobile,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.opuz.mobile,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.soffia.stafrofid,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.iv.thebeatles,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.openroad.openroadheart,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.cuinetes.events,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.anders.clrpickr,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.poll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.mijnserie,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
com.musclebrainfree.phonegap,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.flyacts.robidogapp,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
com.lsl.crocosoftwares,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.agrisoft.geokuliner,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
com.cmontillar.picstatistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cor.news.feedhammer,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
no.wfx.godtur,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0
org.apache.cordova.worte,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.phonegap.whojew,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
pl.slaszu.myfuel,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
com.nighthawkapps.hwc,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.thebes.lockforgalleryfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nitobi.nfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.goodworldgames.charades,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.zotmedia.plober,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.rodrigocruz.rentastar,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
org.teamworks,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.spanning.auditlog,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
com.cobragolf.fitnfly,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.GJHDigital.nashvilledrive1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.nhcunningham.thewildcat,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
org.nussl.NusExtraDiscountCompanionApp,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.mysticwarriors,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.ibm.msm.android,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.zipcodes.zipcodetools,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
org.meshtek.movieshangman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.cpf.app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.bluestratus.britishquiz,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
com.cywheel.phoenixtarot_pro,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
org.andreafortuna.yattrssc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.checkthecrowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.winenews,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
id.co.agrisoft.romadonapp,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
fi.panemerkille.app.android,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.memoplay.app,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
ru.orangeappsgames.reversi,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
fr.newquest.charlott,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.kulinertasik.app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appsbuilder415134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.fpmweb.festamajor,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.phonegap.LibraryAnywhere,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
pl.phonegap.first,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
com.game4word4free,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.application.masterwhip,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.anders.sysbull,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.fight.trainer,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.padimastechsol.AF4U,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
com.giscloud.mdc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
mx.elsiglo.torreon,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.tiichme.words,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1
nl.elizawashere.app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
whitegoblingames.rattus,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.studioquipo.dietwatch,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
com.cittaininternet.palazzodelleesposizioni,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.adl.ifest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.sanebiometrics.detpix,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
iPic.nu,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
tbg.app,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.szappatini.guidabenessere,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.frondiz.Bugify,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.sweetsugar.fingerscanningwhatsapplock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.bkam,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
au.com.mobilite,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.luigipicaro.ztlnapoli,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.sabre.tripcase.android,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.hartoingenio.nestle,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.ferras.reth,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.emlakjet.emlak.app,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.fala.launched2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
hu.alchimedia.Hangman,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.tesi.mobinet,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.robertocaiazzo.wikipediadidyouknowInglese,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.cittaininternet.scuderiedelquirinale,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
info.lolfind.keys.office,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.claudanscorner.pinupfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk.co.tall_paul.jnag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.hathix.android.chevre,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
it.jermann.Jermann,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.caesarslabs.hayuncamino,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
org.appreclama.reclama,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
com.sportkamasutra.lite,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
com.hypercalc.webhostingcalculator,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.happyhourusa.mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.gartic.buracoon,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.thebes.liedetector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.sysnetik.FIASched12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
com.dotslot.trapaniup,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.thebes.flashlightfree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net.Hurl.Client,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
com.szappatini.timber.musicviewer,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.spletart.tour,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.loyaltymatch.rewardingyourself,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
com.smartpostmobile,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.digital.standard,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
com.powertools.catcarefree,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.atanasovski.soccer.highlights,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.weinor.weinor_service_en,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
sportstables.com,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
com.phonegap.tip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ugliapps.iheartfruits,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
sunnyappz.thesecretquotes,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
com.trackeat.mobile,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
